id,name,country,mechanic,govt_take_pct_at_75,contractor_npv_musd_at_75,irr_pct_at_75,breakeven_usd
10541,NOR PL003 — 9/8,Norway,Production License,67.27,800.0,76.3,-1.0
10542,NOR PL954 — 7221/10,Norway,Production License,67.27,800.0,76.3,-1.0
10543,NOR PL1106 — 34/2,Norway,Production License,67.27,800.0,76.3,-1.0
10544,NOR PL796 B — 6407/2,Norway,Production License,67.27,800.0,76.3,-1.0
10545,NOR PL1168 — 7121/9,Norway,Production License,67.27,800.0,76.3,-1.0
10546,NOR PL1070 — 6505/5,Norway,Production License,67.27,800.0,76.3,-1.0
10547,NOR PL306 — 25/1,Norway,Production License,67.27,800.0,76.3,-1.0
10548,NOR PL793 — 6407/10,Norway,Production License,67.27,800.0,76.3,-1.0
10549,NOR PL1268 — 6407/4,Norway,Production License,67.27,800.0,76.3,-1.0
10550,NOR PL509 S — 30/4,Norway,Production License (Stratigraphical),67.27,800.0,76.3,-1.0
10551,NOR PL1133 — 7324/4,Norway,Production License,67.27,800.0,76.3,-1.0
10552,NOR PL164 — 7/12,Norway,Production License,67.27,800.0,76.3,-1.0
10553,NOR PL864 — 7/5,Norway,Production License,67.27,800.0,76.3,-1.0
10554,NOR PL1119 — 6406/2,Norway,Production License,67.27,800.0,76.3,-1.0
10555,NOR PL1225 S — 6407/1,Norway,Production License (Stratigraphical),67.27,800.0,76.3,-1.0
10556,NOR PL1144 — 25/4,Norway,Production License,67.27,800.0,76.3,-1.0
10557,NOR PL214 — 6510/2,Norway,Production License,67.27,800.0,76.3,-1.0
10558,NOR PL229 — 7122/9,Norway,Production License,67.27,800.0,76.3,-1.0
10559,NOR PL309 — 30/5,Norway,Production License,67.27,800.0,76.3,-1.0
10560,NOR PL258 — 6502/3,Norway,Production License,67.27,800.0,76.3,-1.0
10561,NOR PL598 — 6602/4,Norway,Production License,67.27,800.0,76.3,-1.0
10562,NOR PL331 — 8/10,Norway,Production License,67.27,800.0,76.3,-1.0
10563,NOR PL175 — 6204/10,Norway,Production License,67.27,800.0,76.3,-1.0
10564,NOR PL916 — 25/11,Norway,Production License,67.27,800.0,76.3,-1.0
10565,NOR PL1217 — 6204/10,Norway,Production License,67.27,800.0,76.3,-1.0
10566,NOR PL1188 — 6506/11,Norway,Production License,67.27,800.0,76.3,-1.0
10567,NOR PL341 — 24/11,Norway,Production License,67.27,800.0,76.3,-1.0
10568,NOR PL328 — 6605/1,Norway,Production License,67.27,800.0,76.3,-1.0
10569,NOR PL1073 — 7119/2,Norway,Production License,67.27,800.0,76.3,-1.0
10570,NOR PL717 — 7321/11,Norway,Production License,67.27,800.0,76.3,-1.0
10571,NOR PL1224 — 6406/4,Norway,Production License,67.27,800.0,76.3,-1.0
10572,NOR PL750 B — 6404/12,Norway,Production License,67.27,800.0,76.3,-1.0
10573,NOR PL658 — 7122/1,Norway,Production License,67.27,800.0,76.3,-1.0
10574,NOR PL1204 BS — 25/7,Norway,Production License (Stratigraphical),67.27,800.0,76.3,-1.0
10575,NOR PL511 — 6406/9,Norway,Production License,67.27,800.0,76.3,-1.0
10576,NOR PL628 — 26/7,Norway,Production License,67.27,800.0,76.3,-1.0
10577,NOR PL119 — 29/3,Norway,Production License,67.27,800.0,76.3,-1.0
10578,NOR PL304 — 25/10,Norway,Production License,67.27,800.0,76.3,-1.0
10579,NOR PL251 — 6302/6,Norway,Production License,67.27,800.0,76.3,-1.0
10580,NOR PL690 — 6407/4,Norway,Production License,67.27,800.0,76.3,-1.0
10581,NOR PL952 — 7125/7,Norway,Production License,67.27,800.0,76.3,-1.0
10582,NOR PL595 — 7124/1,Norway,Production License,67.27,800.0,76.3,-1.0
10583,NOR PL446 — 6305/7,Norway,Production License,67.27,800.0,76.3,-1.0
10584,NOR PL1057 — 6403/12,Norway,Production License,67.27,800.0,76.3,-1.0
10585,NOR PL1033 — 2/7,Norway,Production License,67.27,800.0,76.3,-1.0
10586,NOR PL527 — 6703/12,Norway,Production License,67.27,800.0,76.3,-1.0
10587,NOR PL858 — 7235/5,Norway,Production License,67.27,800.0,76.3,-1.0
10588,NOR PL901 — 7122/5,Norway,Production License,67.27,800.0,76.3,-1.0
10589,NOR PL272 D — 25/3,Norway,Production License,67.27,800.0,76.3,-1.0
10590,NOR PL494 B — 2/9,Norway,Production License,67.27,800.0,76.3,-1.0
10591,NOR PL1139 — 15/6,Norway,Production License,67.27,800.0,76.3,-1.0
10592,NOR PL942 BS — 6507/2,Norway,Production License (Stratigraphical),67.27,800.0,76.3,-1.0
10593,NOR PL524 — 6606/2,Norway,Production License,67.27,800.0,76.3,-1.0
10594,NOR PL1057 — 6303/2,Norway,Production License,67.27,800.0,76.3,-1.0
10595,NOR PL1313 — 7226/2,Norway,Production License,67.27,800.0,76.3,-1.0
10596,NOR PL063 — 7117/9,Norway,Production License,67.27,800.0,76.3,-1.0
10597,NOR PL1174 S — 16/7,Norway,Production License (Stratigraphical),67.27,800.0,76.3,-1.0
10598,NOR PL1018 — 6604/3,Norway,Production License,67.27,800.0,76.3,-1.0
10599,NOR PL1154 — 6303/12,Norway,Production License,67.27,800.0,76.3,-1.0
10600,NOR PL1297 — 6200/6,Norway,Production License,67.27,800.0,76.3,-1.0
10601,NOR PL200 — 6608/8,Norway,Production License,67.27,800.0,76.3,-1.0
10602,NOR PL1099 — 26/1,Norway,Production License,67.27,800.0,76.3,-1.0
10603,NOR PL445 — 33/3,Norway,Production License,67.27,800.0,76.3,-1.0
10604,NOR PL444 — 34/8,Norway,Production License,67.27,800.0,76.3,-1.0
10605,NOR PL1210 — 30/2,Norway,Production License,67.27,800.0,76.3,-1.0
10606,NOR PL857 — 7133/4,Norway,Production License,67.27,800.0,76.3,-1.0
10607,NOR PL1174 S — 16/5,Norway,Production License (Stratigraphical),67.27,800.0,76.3,-1.0
10608,NOR PL388 — 6302/5,Norway,Production License,67.27,800.0,76.3,-1.0
10609,NOR PL052 B — 30/3,Norway,Production License,67.27,800.0,76.3,-1.0
10610,NOR PL1149 B — 35/11,Norway,Production License,67.27,800.0,76.3,-1.0
10611,NOR PL995 — 6304/12,Norway,Production License,67.27,800.0,76.3,-1.0
10612,NOR PL428 — 6407/9,Norway,Production License,67.27,800.0,76.3,-1.0
10613,NOR PL686 — 36/4,Norway,Production License,67.27,800.0,76.3,-1.0
10614,NOR PL749 — 6306/4,Norway,Production License,67.27,800.0,76.3,-1.0
10615,NOR PL167 B — 25/10,Norway,Production License,67.27,800.0,76.3,-1.0
10616,NOR PL285 — 6607/5,Norway,Production License,67.27,800.0,76.3,-1.0
10617,NOR PL1055 B — 6204/3,Norway,Production License,67.27,800.0,76.3,-1.0
10618,NOR PL315 — 9/4,Norway,Production License,67.27,800.0,76.3,-1.0
10619,NOR PL494 — 2/9,Norway,Production License,67.27,800.0,76.3,-1.0
10620,NOR PL554 F — 34/5,Norway,Production License,67.27,800.0,76.3,-1.0
10621,NOR PL598 — 6602/7,Norway,Production License,67.27,800.0,76.3,-1.0
10622,NOR PL1231 — 6605/5,Norway,Production License,67.27,800.0,76.3,-1.0
10623,NOR PL1088 — 1/3,Norway,Production License,67.27,800.0,76.3,-1.0
10624,NOR PL1045 B — 25/4,Norway,Production License,67.27,800.0,76.3,-1.0
10625,NOR PL287 — 35/6,Norway,Production License,67.27,800.0,76.3,-1.0
10626,NOR PL1067 — 6503/4,Norway,Production License,67.27,800.0,76.3,-1.0
10627,NOR PL963 — 7422/11,Norway,Production License,67.27,800.0,76.3,-1.0
10628,NOR PL1304 — 6507/7,Norway,Production License,67.27,800.0,76.3,-1.0
10629,NOR PL623 — 15/8,Norway,Production License,67.27,800.0,76.3,-1.0
10630,NOR PL735 S — 25/7,Norway,Production License (Stratigraphical),67.27,800.0,76.3,-1.0
10631,NOR PL995 — 6305/7,Norway,Production License,67.27,800.0,76.3,-1.0
10632,NOR PL360 B — 16/11,Norway,Production License,67.27,800.0,76.3,-1.0
10633,NOR PL029 C — 15/6,Norway,Production License,67.27,800.0,76.3,-1.0
10634,NOR PL1101 — 30/4,Norway,Production License,67.27,800.0,76.3,-1.0
10635,NOR PL163 — 2/10,Norway,Production License,67.27,800.0,76.3,-1.0
10636,NOR PL795 — 6406/10,Norway,Production License,67.27,800.0,76.3,-1.0
10637,NOR PL710 — 7219/10,Norway,Production License,67.27,800.0,76.3,-1.0
10638,NOR PL570 — 25/10,Norway,Production License,67.27,800.0,76.3,-1.0
10639,NOR PL171 B — 30/12,Norway,Production License,67.27,800.0,76.3,-1.0
10640,NOR PL1218 B — 6202/12,Norway,Production License,67.27,800.0,76.3,-1.0
10641,NOR PL1089 — 1/5,Norway,Production License,67.27,800.0,76.3,-1.0
10642,NOR PL1035 — 16/11,Norway,Production License,67.27,800.0,76.3,-1.0
10643,NOR PL965 — 7323/5,Norway,Production License,67.27,800.0,76.3,-1.0
10644,NOR PL1094 — 18/7,Norway,Production License,67.27,800.0,76.3,-1.0
10645,NOR PL263 C — 6507/11,Norway,Production License,67.27,800.0,76.3,-1.0
10646,NOR PL809 — 2/1,Norway,Production License,67.27,800.0,76.3,-1.0
10647,NOR PL511 — 6406/5,Norway,Production License,67.27,800.0,76.3,-1.0
10648,NOR PL479 — 6506/12,Norway,Production License,67.27,800.0,76.3,-1.0
10649,NOR PL1002 B — 6407/2,Norway,Production License,67.27,800.0,76.3,-1.0
10650,NOR PL1313 — 7226/3,Norway,Production License,67.27,800.0,76.3,-1.0
10651,NOR PL599 — 6605/6,Norway,Production License,67.27,800.0,76.3,-1.0
10652,NOR PL330 — 6608/3,Norway,Production License,67.27,800.0,76.3,-1.0
10653,NOR PL189 — 25/9,Norway,Production License,67.27,800.0,76.3,-1.0
10654,NOR PL315 — 10/8,Norway,Production License,67.27,800.0,76.3,-1.0
10655,NOR PL887 — 6507/10,Norway,Production License,67.27,800.0,76.3,-1.0
10656,NOR PL1088 — 2/1,Norway,Production License,67.27,800.0,76.3,-1.0
10657,NOR PL1064 — 6507/7,Norway,Production License,67.27,800.0,76.3,-1.0
10658,NOR PL957 — 6201/6,Norway,Production License,67.27,800.0,76.3,-1.0
10659,NOR PL851 — 7221/7,Norway,Production License,67.27,800.0,76.3,-1.0
10660,NOR PL1021 — 7120/10,Norway,Production License,67.27,800.0,76.3,-1.0
10661,NOR PL1129 — 6703/8,Norway,Production License,67.27,800.0,76.3,-1.0
10662,NOR PL1052 — 36/10,Norway,Production License,67.27,800.0,76.3,-1.0
10663,NOR PL1154 — 6304/8,Norway,Production License,67.27,800.0,76.3,-1.0
10664,NOR PL582 — 6204/10,Norway,Production License,67.27,800.0,76.3,-1.0
10665,NOR PL596 — 6302/1,Norway,Production License,67.27,800.0,76.3,-1.0
10666,NOR PL782 SD — 25/4,Norway,Production License,67.27,800.0,76.3,-1.0
10667,NOR PL349 — 6407/11,Norway,Production License,67.27,800.0,76.3,-1.0
10668,NOR PL335 — 7/10,Norway,Production License,67.27,800.0,76.3,-1.0
10669,NOR PL402 B — 9/12,Norway,Production License,67.27,800.0,76.3,-1.0
10670,NOR PL1235 — 6705/8,Norway,Production License,67.27,800.0,76.3,-1.0
10671,NOR PL1031 — 7323/8,Norway,Production License,67.27,800.0,76.3,-1.0
10672,NOR PL1234 — 6706/12,Norway,Production License,67.27,800.0,76.3,-1.0
10673,NOR PL843 — 6608/12,Norway,Production License,67.27,800.0,76.3,-1.0
10674,NOR PL823 — 25/2,Norway,Production License,67.27,800.0,76.3,-1.0
10675,NOR PL1298 — 6303/10,Norway,Production License,67.27,800.0,76.3,-1.0
10676,NOR PL546 — 25/12,Norway,Production License,67.27,800.0,76.3,-1.0
10677,NOR PL628 — 25/6,Norway,Production License,67.27,800.0,76.3,-1.0
10678,NOR PL128 C — 6608/11,Norway,Production License,78.02,537.3,76.3,-1.0
10679,NOR PL272 E — 30/11,Norway,Production License,67.27,800.0,76.3,-1.0
10680,NOR PL354 B — 2/7,Norway,Production License,67.27,800.0,76.3,-1.0
10681,NOR PL906 — 7/12,Norway,Production License,67.27,800.0,76.3,-1.0
10682,NOR PL984 BS — 24/9,Norway,Production License (Stratigraphical),67.27,800.0,76.3,-1.0
10683,NOR PL305 B — 24/9,Norway,Production License,67.27,800.0,76.3,-1.0
10684,NOR PL1217 — 36/1,Norway,Production License,67.27,800.0,76.3,-1.0
10685,NOR PL799 — 6506/3,Norway,Production License,67.27,800.0,76.3,-1.0
10686,NOR PL950 — 7020/1,Norway,Production License,67.27,800.0,76.3,-1.0
10687,NOR PL1313 — 7327/11,Norway,Production License,67.27,800.0,76.3,-1.0
10688,NOR PL671 — 10/7,Norway,Production License,67.27,800.0,76.3,-1.0
10689,NOR PL1009 — 6507/4,Norway,Production License,67.27,800.0,76.3,-1.0
10690,NOR PL654 — 6608/3,Norway,Production License,67.27,800.0,76.3,-1.0
10691,NOR PL026 B — 25/2,Norway,Production License,67.27,800.0,76.3,-1.0
10692,NOR PL397 — 7231/4,Norway,Production License,67.27,800.0,76.3,-1.0
10693,NOR PL900 — 7121/12,Norway,Production License,67.27,800.0,76.3,-1.0
10694,NOR PL1147 — 30/7,Norway,Production License,67.27,800.0,76.3,-1.0
10695,NOR PL229 J — 7122/8,Norway,Production License,67.27,800.0,76.3,-1.0
10696,NOR PL1017 — 6608/1,Norway,Production License,67.27,800.0,76.3,-1.0
10697,NOR PL763 — 6606/3,Norway,Production License,67.27,800.0,76.3,-1.0
10698,NOR PL358 — 7/3,Norway,Production License,67.27,800.0,76.3,-1.0
10699,NOR PL848 — 7119/3,Norway,Production License,67.27,800.0,76.3,-1.0
10700,NOR PL1114 — 6407/10,Norway,Production License,67.27,800.0,76.3,-1.0
10701,NOR PL370 — 33/5,Norway,Production License,67.27,800.0,76.3,-1.0
10702,NOR PL1010 — 6506/3,Norway,Production License,67.27,800.0,76.3,-1.0
10703,NOR PL306 — 25/2,Norway,Production License,67.27,800.0,76.3,-1.0
10704,NOR PL1083 — 7228/2,Norway,Production License,67.27,800.0,76.3,-1.0
10705,NOR PL1122 — 6507/8,Norway,Production License,67.27,800.0,76.3,-1.0
10706,NOR PL527 — 6703/11,Norway,Production License,67.27,800.0,76.3,-1.0
10707,NOR PL182 — 7219/8,Norway,Production License,67.27,800.0,76.3,-1.0
10708,NOR PL817 B — 24/11,Norway,Production License,67.27,800.0,76.3,-1.0
10709,NOR PL739 S — 26/1,Norway,Production License (Stratigraphical),67.27,800.0,76.3,-1.0
10710,NOR PL1066 B — 6507/3,Norway,Production License,67.27,800.0,76.3,-1.0
10711,NOR PL1055 C — 6304/12,Norway,Production License,67.27,800.0,76.3,-1.0
10712,NOR PL1081 — 7225/1,Norway,Production License,67.27,800.0,76.3,-1.0
10713,NOR PL890 — 6507/8,Norway,Production License,67.27,800.0,76.3,-1.0
10714,NOR PL401 — 4/5,Norway,Production License,67.27,800.0,76.3,-1.0
10715,NOR PL1220 — 6305/12,Norway,Production License,67.27,800.0,76.3,-1.0
10716,NOR PL1282 — 15/6,Norway,Production License,67.27,800.0,76.3,-1.0
10717,NOR PL1083 — 7230/1,Norway,Production License,67.27,800.0,76.3,-1.0
10718,NOR PL869 B — 24/9,Norway,Production License,67.27,800.0,76.3,-1.0
10719,NOR PL281 — 6405/7,Norway,Production License,67.27,800.0,76.3,-1.0
10720,NOR PL501 — 16/6,Norway,Production License,67.27,800.0,76.3,-1.0
10721,NOR PL638 — 35/1,Norway,Production License,67.27,800.0,76.3,-1.0
10722,NOR PL1039 — 17/4,Norway,Production License,67.27,800.0,76.3,-1.0
10723,NOR PL975 — 15/11,Norway,Production License,67.27,800.0,76.3,-1.0
10724,NOR PL305 — 24/9,Norway,Production License,67.27,800.0,76.3,-1.0
10725,NOR PL551 — 31/2,Norway,Production License,67.27,800.0,76.3,-1.0
10726,NOR PL859 — 7435/12,Norway,Production License,67.27,800.0,76.3,-1.0
10727,NOR PL079 — 30/9,Norway,Production License,67.27,800.0,76.3,-1.0
10728,NOR PL610 — 7222/3,Norway,Production License,67.27,800.0,76.3,-1.0
10729,NOR PL923 B — 31/1,Norway,Production License,67.27,800.0,76.3,-1.0
10730,NOR PL318 D — 35/5,Norway,Production License,67.27,800.0,76.3,-1.0
10731,NOR PL560 — 6608/8,Norway,Production License,67.27,800.0,76.3,-1.0
10732,NOR PL997 — 6305/5,Norway,Production License,67.27,800.0,76.3,-1.0
10733,NOR PL627 B — 25/6,Norway,Production License,67.27,800.0,76.3,-1.0
10734,NOR PL887 — 6507/7,Norway,Production License,67.27,800.0,76.3,-1.0
10735,NOR PL153 C — 35/6,Norway,Production License,67.27,800.0,76.3,-1.0
10736,NOR PL478 — 6507/10,Norway,Production License,67.27,800.0,76.3,-1.0
10737,NOR PL867 — 16/1,Norway,Production License,67.27,800.0,76.3,-1.0
10738,NOR PL1310 — 6707/12,Norway,Production License,67.27,800.0,76.3,-1.0
10739,NOR PL461 — 26/2,Norway,Production License,67.27,800.0,76.3,-1.0
10740,NOR PL1278 — 3/1,Norway,Production License,67.27,800.0,76.3,-1.0
10741,NOR PL658 B — 7122/4,Norway,Production License,67.27,800.0,76.3,-1.0
10742,NOR PL1091 — 15/6,Norway,Production License,67.27,800.0,76.3,-1.0
10743,NOR PL041 — 35/3,Norway,Production License,67.27,800.0,76.3,-1.0
10744,NOR PL210 — 6405/1,Norway,Production License,67.27,800.0,76.3,-1.0
10745,NOR PL1307 — 6607/12,Norway,Production License,67.27,800.0,76.3,-1.0
10746,NOR PL1306 — 6507/3,Norway,Production License,67.27,800.0,76.3,-1.0
10747,NOR PL636 C — 36/7,Norway,Production License,67.27,800.0,76.3,-1.0
10748,NOR PL1235 — 6705/9,Norway,Production License,67.27,800.0,76.3,-1.0
10749,NOR PL229 G — 7122/8,Norway,Production License,67.27,800.0,76.3,-1.0
10750,NOR PL737 S — 25/5,Norway,Production License (Stratigraphical),67.27,800.0,76.3,-1.0
10751,NOR PL1298 — 6302/12,Norway,Production License,67.27,800.0,76.3,-1.0
10752,NOR PL1297 — 6201/8,Norway,Production License,67.27,800.0,76.3,-1.0
10753,NOR PL859 — 7335/1,Norway,Production License,67.27,800.0,76.3,-1.0
10754,NOR PL819 — 25/12,Norway,Production License,67.27,800.0,76.3,-1.0
10755,NOR PL1219 — 6204/8,Norway,Production License,67.27,800.0,76.3,-1.0
10756,NOR PL1241 — 7230/4,Norway,Production License,67.27,800.0,76.3,-1.0
10757,NOR PL1257 — 34/9,Norway,Production License,67.27,800.0,76.3,-1.0
10758,NOR PL293 D — 35/10,Norway,Production License,67.27,800.0,76.3,-1.0
10759,NOR PL962 — 7322/8,Norway,Production License,67.27,800.0,76.3,-1.0
10760,NOR PL359 — 16/4,Norway,Production License,67.27,800.0,76.3,-1.0
10761,NOR PL1027 — 7221/2,Norway,Production License,67.27,800.0,76.3,-1.0
10762,NOR PL1235 — 6706/7,Norway,Production License,67.27,800.0,76.3,-1.0
10763,NOR PL757 — 6506/4,Norway,Production License,67.27,800.0,76.3,-1.0
10764,NOR PL406 — 18/11,Norway,Production License,67.27,800.0,76.3,-1.0
10765,NOR PL1151 — 35/8,Norway,Production License,67.27,800.0,76.3,-1.0
10766,NOR PL609 B — 7120/1,Norway,Production License,67.27,800.0,76.3,-1.0
10767,NOR PL277 C — 29/3,Norway,Production License,86.81,322.4,76.3,-1.0
10768,NOR PL930 — 35/6,Norway,Production License,67.27,800.0,76.3,-1.0
10769,NOR PL1102 — 31/5,Norway,Production License,67.27,800.0,76.3,-1.0
10770,NOR PL1056 — 6302/3,Norway,Production License,67.27,800.0,76.3,-1.0
10771,NOR PL075 — 6507/10,Norway,Production License,67.27,800.0,76.3,-1.0
10772,NOR PL728 — 4/2,Norway,Production License,67.27,800.0,76.3,-1.0
10773,NOR PL395 — 7226/2,Norway,Production License,67.27,800.0,76.3,-1.0
10774,NOR PL612 — 7318/9,Norway,Production License,67.27,800.0,76.3,-1.0
10775,NOR PL072 F — 16/7,Norway,Production License,67.27,800.0,76.3,-1.0
10776,NOR PL1023 — 7124/5,Norway,Production License,67.27,800.0,76.3,-1.0
10777,NOR PL1239 — 7219/11,Norway,Production License,67.27,800.0,76.3,-1.0
10778,NOR PL918 S — 24/6,Norway,Production License (Stratigraphical),67.27,800.0,76.3,-1.0
10779,NOR PL720 — 7317/4,Norway,Production License,67.27,800.0,76.3,-1.0
10780,NOR PL486 S — 6609/8,Norway,Production License (Stratigraphical),67.27,800.0,76.3,-1.0
10781,NOR PL943 — 6507/2,Norway,Production License,67.27,800.0,76.3,-1.0
10782,NOR PL1029 — 7321/12,Norway,Production License,67.27,800.0,76.3,-1.0
10783,NOR PL253 — 6402/12,Norway,Production License,67.27,800.0,76.3,-1.0
10784,NOR PL1313 — 7325/11,Norway,Production License,67.27,800.0,76.3,-1.0
10785,NOR PL1305 — 6507/6,Norway,Production License,67.27,800.0,76.3,-1.0
10786,NOR PL972 — 17/11,Norway,Production License,67.27,800.0,76.3,-1.0
10787,NOR PL215 — 6704/12,Norway,Production License,67.27,800.0,76.3,-1.0
10788,NOR PL701 — 6406/9,Norway,Production License,67.27,800.0,76.3,-1.0
10789,NOR PL611 — 7223/3,Norway,Production License,67.27,800.0,76.3,-1.0
10790,NOR PL1312 — 7121/9,Norway,Production License,67.27,800.0,76.3,-1.0
10791,NOR PL349 — 6407/12,Norway,Production License,67.27,800.0,76.3,-1.0
10792,NOR PL971 — 8/3,Norway,Production License,67.27,800.0,76.3,-1.0
10793,NOR PL1021 — 7019/2,Norway,Production License,67.27,800.0,76.3,-1.0
10794,NOR PL957 — 6202/4,Norway,Production License,67.27,800.0,76.3,-1.0
10795,NOR PL819 — 25/11,Norway,Production License,67.27,800.0,76.3,-1.0
10796,NOR PL218 B — 6706/12,Norway,Production License,67.27,800.0,76.3,-1.0
10797,NOR PL325 — 6503/9,Norway,Production License,67.27,800.0,76.3,-1.0
10798,NOR PL863 — 8/4,Norway,Production License,67.27,800.0,76.3,-1.0
10799,NOR PL759 — 6608/10,Norway,Production License,67.27,800.0,76.3,-1.0
10800,NOR PL442 C — 25/2,Norway,Production License,67.27,800.0,76.3,-1.0
10801,NOR PL557 — 6406/1,Norway,Production License,67.27,800.0,76.3,-1.0
10802,NOR PL907 — 7/11,Norway,Production License,67.27,800.0,76.3,-1.0
10803,NOR PL1230 — 6609/4,Norway,Production License,67.27,800.0,76.3,-1.0
10804,NOR PL475 ES — 6406/3,Norway,Production License (Stratigraphical),67.27,800.0,76.3,-1.0
10805,NOR PL229 I — 7122/10,Norway,Production License,67.27,800.0,76.3,-1.0
